Company/Brand,Sector,Amount($),HeadQuarter,Year,Investor
Evage,Mobility tech,3000000.0,Chandigarh,2020,Anand Shah
LEAD School,EdTech,28000000.0,Mumbai,2020,"WestBridge Capital, Elevar Equity"
Trell,Social e-commerce,11000000.0,Bengaluru,2020,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch"
Captain Fresh,Food & Logistics,2300000.0,Bengaluru,2020,Ankur Capital
Teachmint,EdTech,3000000.0,Bengaluru,2020,Better Capital
Pixxel,SpaceTech,5000000.0,Bengaluru,2020,"Lightspeed India Partners, Blume Ventures, GrowX ventures"
Habbit Health,Nutrition Tech,3000000.0,Delhi,2020,"3one4 Capital, Angel list India"
SmarterBiz,Tech,1065000.0,Bengaluru,2020,"StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh."
Able Jobs,HR,2000000.0,Bengaluru,2020,"SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque."
Vieroots,HealthTech,3000000.0,Kochi,2020,Suniel Shetty
Stack Finance,FinTech,3000000.0,Bengaluru,2020,"SOSV, MOX (Mobile Only Accelerator)"
FPL Technologies,FinTech,10000000.0,Pune,2020,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures"
Masai School,EdTech,2500000.0,Bengaluru,2020,"Unitus Ventures, India Quotient, AngelList India"
Mitron,Media,5000000.0,Bengaluru,2020,Nexus Venture Partners
Daalchini,IoT,669000.0,Unknown,2020,Artha Venture Fund
Suno India,Media,3000000.0,Unknown,2020,Shobu Yarlagadda
LendingKart,FinTech,16076000.0,Ahmedabad,2020,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Text Mercato,Unknown,649600.0,Bengaluru,2020,1Crowd
Eden Smart Homes,IoT,3000000.0,Unknown,2020,Inflection Point Ventures
GrayQuest,EdTech,1000000.0,Mumbai,2020,Foundation Holdings
BigHaat,AgriTech,2000000.0,Bengaluru,2020,"Ankur Capital, Beyond Next Ventures"
CityCash,FinTech,1000000.0,Mumbai,2020,Orios Venture Partners
HomeLane,Interior design,1000000.0,Chennai,2020,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
HungerBox,FoodTech,6700000.0,Bengaluru,2020,IIFL Income Opportunities Fund
DaveAI,AI,3000000.0,Bengaluru,2020,Mumbai Angels Network
Eduvanz,FinTech,5000000.0,Mumbai,2020,Sequoia India
ZipLoan,FinTech,2000000.0,Delhi,2020,Stride Ventures
DocSumo,AI,220000.0,Mumbai,2020,"Better Capital, TechStars, Barclays."
CUSMAT,AR,3000000.0,Warangal,2020,"Venture Catalysts,  Raveen Sastry"
Chingari,Media,1300000.0,Bengaluru,2020,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati"
Bolo Indya,Media,300000.0,Gurugram,2020,"Eagle10 Ventures, India Accelerator, HNIs"
Data Sutram,AI,266500.0,Kolkata,2020,"Uday Sodhi, Mitesh Shah, Nitin Jain"
Wobot Intelligence,AI,2500000.0,Delhi,2020,Sequoia Capital India
DrinkPrime,Appliance,2879000.0,Bengaluru,2020,Sequoia Surge
Infeedo,HR tech,700000.0,Gurugram,2020,Y Combinator
Probus Smart Things,IoT,3000000.0,Delhi,2020,Unicorn India Ventures
CrowdPouch,Tech,3000000.0,Bengaluru,2020,Elina Investments
Rebel Foods,FoodTech,26500000.0,Mumbai,2020,Coatue Management
Hevo,Tech,8000000.0,Bengaluru,2020,"Qualgro, Lachy Groom"
BigSpoon Foods,FoodTech,2000000.0,Ahmedabad,2020,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah"
Chingari,Media,1000000.0,Bengaluru,2020,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global."
ShareChat,Media,351000.0,Bengaluru,2020,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda"
DatStop,Hospitality,3000000.0,Delhi,2020,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak."
IPHM Services,Mental Health,3000000.0,Mumbai,2020,Indian Angel Fund
Wellcure,HealthTech,200000.0,Gurugram,2020,Inflection Point Ventures
VilCart,E-commerce,3000000.0,Bengaluru,2020,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash"
Firescore,Gaming,500000.0,Mumbai,2020,Crazy Labs
BulBul,Social commerce,3000000.0,Gurugram,2020,Info Edge
Toppr,EdTech,46761000.0,Mumbai,2020,Foundation Holdings
Pickright Technologies,FinTech,175000.0,Bengaluru,2020,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu"
Muse Wearables,Tech,3000000.0,Chennai,2020,Dr. Bhaskar Rao Bollineni
SATYA Microcapital,FinTech,3000000.0,Delhi,2020,BlueOrchard Finance Limited
WYN Studio,Media,3000000.0,Gurugram,2020,India Angel Fund
Fourth Partner Energy,Solar Solution,15000000.0,Bengaluru,2020,ResponsAbility Investments AG
Entri,EdTech,1700000.0,Kochi,2020,Good Capital
Snack Amor,FoodTech,3000000.0,Mumbai,2020,Dr Srinivas Chunduru
MPowered,SaaS,21000000.0,Gurugram,2020,"Ashok Nichani, Shelly Nichani"
Leap Club,Social e-commerce,3000000.0,Gurugram,2020,Titan Capital
Ather Energy,Automobile,11241000.0,Bengaluru,2020,Hero MotoCorp
Gigforce,HR tech,804000.0,Bengaluru,2020,Unitus Venture
Vegrow,AgriTech,2500000.0,Bengaluru,2020,"Matrix Partners India, Ankur Capital"
Finn,FinTech,3000000.0,Bengaluru,2020,"Unicorn India, PointOne Capital, Astir Ventures"
Bijnis,B2B marketplace,10000000.0,Unknown,2020,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures"
iNurture,EdTech,1340000.0,Bengaluru,2020,BlackSoil Capital
StyleDotMe,Fashion Tech,467000.0,Gurugram,2020,Survam Partners
Ripsey,NutritionTech,133000.0,Mumbai,2020,Ah! Ventures
ThriveFNC,Health & Wellness,3000000.0,Pune,2020,Rajesh Ranavat
Vedantu,EdTech,100000000.0,Bengaluru,2020,Coatue
Magicpin,Unknown,7000000.0,Gurugram,2020,Samsung Venture Investment Corporation
Procol,AgriTech,3823000.0,Delhi,2020,Sequoia Surge
Yumlane,Cloud Kitchen,1000000.0,Mumbai,2020,Jetty Ventures
Crio,EdTech,934000.0,Bengaluru,2020,021 Capital
Openapp,IoT,500000.0,Bengaluru,2020,Unicorn India Ventures
PumPumPum,IoT,293000.0,Gurugram,2020,LetsVenture Syndicate
uFony Services Pvt ltd,EdTech,3000000.0,Pune,2020,Chennai Angels
Protinus Fashion Networking Pvt Ltd,Fashion,3000000.0,Mumbai,2020,SucSEED Ventures
Uable,EdTech,3000000.0,Bengaluru,2020,3one4 Capital
ParkSmart,IoT,198000.0,Delhi,2020,Ah! Ventures
Plum,HealthTech,927000.0,Bengaluru,2020,Incubate Fund
IncNut Digital,E-commerce,4000000.0,Hyderabad,2020,RPSG Ventures
GigIndia,Tech,971000.0,Pune,2020,Incubate Fund India
Specsmaker,Eye Wear,3060000.0,Chennai,2020,Eight Road Ventures
Piggy Ride,SaaS,1862000.0,Bengaluru,2020,"JAFCO Asia, Artha Venture Fund"
Chai Waale,Beverage,232000.0,Chennai,2020,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar"
NOTO,Food,3000000.0,Mumbai,2020,WEH Ventures
Cuemath,EdTech,2888000.0,Bengaluru,2020,Trifecta Capital
Cars24,Automobile,1328000.0,Gurugram,2020,Vivriti Capital
JetSynthesys,Digital tech,40000000.0,Pune,2020,"Adar Poonawalla, Kris Gopalakrishnan"
Earth Energy EV,Automobile,3000000.0,Mumbai,2020,LR Joshi
Green Cure,Health & Wellness,3000000.0,Delhi,2020,Venture Catalysts
Blue Sky Analytics,Data Intelligence,1200000.0,Gurugram,2020,"Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs"
Edhusk,EdTech,3000000.0,Jaipur,2020,Mumbai Angel Network
Decentro,FinTech,15500000.0,Bengaluru,2020,Y Combinator
Zolostays,Co-living,56000000.0,Bengaluru,2020,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital"
Frontier Markets,E-commerce,2250000.0,Jaipur,2020,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund."
Brainwired,AgriTech,3000000.0,Kerala,2020,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi"
Aye Finance,FinTech,16753000.0,Gurugram,2020,Invest in Vision
Paper Boat,Food & Beverages,3700000.0,Gurugram,2020,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures"
Ken42,EdTech,1470000.0,Bengaluru,2020,Turbostart
Forbidden Foods,Food,1000000.0,Delhi,2020,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram"
Universal Sportsbiz,Fashion,530000.0,Bengaluru,2020,NB Ventures
Gobbly,Retail Tech,500000.0,Gurugram,2020,Sauce vc
Aerostrovilos,Automotive,3000000.0,Chennai,2020,Mumbai Angels Network
Mitron,Media,267000.0,Bengaluru,2020,"3One4 Capital, LetsVenture"
Bulk MRO,B2B,3344000.0,Mumbai,2020,Stride Ventures
Inspektlabs,AI,600000.0,Delhi,2020,"Better Capital, Titan Capital"
Big Bang Boom Solutions,Defense tech,1000000.0,Chennai,2020,Mumbai Angels Network
Flinto,EdTech,7200000.0,Chennai,2020,Lightbox Ventures
Zetwerk,Marketplace,21000000.0,Bengaluru,2020,Greenoaks
ChitMonks,FinTech,650000.0,Hyderabad,2020,Unicorn India Ventures
Walrus,FinTech,3000000.0,Bengaluru,2020,Better Capital
Arth Designbuild,Construction tech,1100000.0,Hyderebad,2020,"Startup-O, Eden Ventures"
goDutch,FinTech,1700000.0,Mumbai,2020,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq"
Rusk Media,Digital Media,3000000.0,Delhi,2020,"InfoEdge Venture Fund, Sprout Venture Partners"
Bold Care,Health & Wellness,3000000.0,Mumbai,2020,"Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand"
Samosa Party,Food,3000000.0,Bengaluru,2020,Inflection Point Ventures
High Street Essentials,E-commerce,2743000.0,New Delhi,2020,"SAIF Partners, India Quotient"
Byju's,EdTech,3000000.0,Bengaluru,2020,BOND
Slice,FinTech,6082000.0,Bengaluru,2020,Gunosy
Bombay Play,Gaming,1500000.0,Bengaluru,2020,"Leo capital, Ramakant Sharma"
Fullife,HealthTech,6609000.0,Mumbai,2020,Amansa Capital
Oziva,Nutrition,5000000.0,Unknown,2020,Matrix Partners
Aye Finance,FinTech,27700000.0,Gurugram,2020,"Capital G, Alphabet's Independent growth fund"
Aether Biomedical,MedTech,3000000.0,Delhi,2020,Chiratae Ventures
91springboard,Coworking,5940000.0,Delhi,2020,"Pearl Brook Holdings Ltd, Al Nour International Holdings Co."
Yulu,Micro-mobiity,3964000.0,Unknown,2020,Rocketship
Milkbasket,Logistics,5500000.0,Gurugram,2020,Inflection Point Ventures
MergerDomo,Marketplace,197000.0,Noida,2020,"Nadir Godrej, Individual Investors"
GoMechanic,Auto-tech,3000000.0,Delhi,2020,Pawan Munjal
Milk Mantra,Food,10000000.0,Odisha,2020,US International Development Finance Corporation
Myglamm,Beauty,4327000.0,Mumbai,2020,"Tano India, L’Occitane, Bessemer"
Drishti Technologies,AI,25000000.0,Bengaluru,2020,Sozo Ventures
Instasolv,EdTech,2000000.0,Noida,2020,Undisclosed
GoldenPi,FinTech,459000.0,Bengaluru,2020,Rainmatter Capital
Peppermint,Robotics,3000000.0,Unknown,2020,"Venture Catalysts, Naveen Kshatriya,"
Sarva,Yoga & wellness,3000000.0,Mumbai,2020,Shikhar Dhawan
Jai Kisan,FinTech,3937000.0,Mumbai,2020,"Arkam Ventures, Nabventures"
Agro2o,AgriTech,3000000.0,New Delhi,2020,Mumbai Angels Network
LetsTransport,Logitech,1313500.0,Bengaluru,2020,Stride Ventures
GabbarDeals,E-commerce,3000000.0,Pune,2020,Venture Catalysts
Crimson Healthcare,Med Tech,229800.0,Delhi,2020,Mumbai Angels Network
Biomoneta,Life sciences,3000000.0,Bengaluru,2020,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani"
Edvizo,EdTech,150000.0,Bengaluru,2020,Inflection Point Ventures
Servify,SaaS,11370000.0,Mumbai,2020,"Iron Pillar, Blume Ventures"
Drum Food,Food,5305000.0,Mumbai,2020,"Danone Manifesto, Mousse Partners"
Innoviti,SaaS,3000000.0,Bengaluru,2020,"Entrepreneurial Development Bank, Bessemer Venture Partners"
Jiffy ai,AI,18000000.0,Unknown,2020,Nexus Venture Partners
Postman,Tech,150000000.0,Unknown,2020,Insight Partners
F5,Retail Aggregator,3000000.0,Unknown,2020,Venture Catalysts
Waycool,AgriTech,5500000.0,Chennai,2020,Induslnd Bank
Myelin Foundry,Deep Tech AI,3000000.0,Unknown,2020,Pratithi
Ameliorate Biotech,Biotech,264000.0,Bengaluru,2020,"PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI"
Hapramp,Blockchain,1000000.0,Gurugram,2020,Anand Mahindra
MyKaam,HRTech,3000000.0,Bengaluru,2020,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg"
HealthPlix,HealthTech,6000000.0,Bengaluru,2020,"JSW Ventures, Chiratae Ventures, Kalaari Capital"
YoloBus,Mobility,3300000.0,Gurugram,2020,Nexus Venture Partners
iNurture Education,EdTech,4000000.0,Unknown,2020,Kimera Ltd
Pocket52,Gaming,1750000.0,Bengaluru,2020,Gameskraft
QuaQua,Travel,1000000.0,Hyderabad,2020,Anthill Ventures
Crofarm,AgriTech,1000000.0,Delhi,2020,Smile group
Timios,FoodTech,3000000.0,Bengaluru,2020,Rangsons Technologies
Wooden Street,E-commerce,3000000.0,Jaipur,2020,IAN Fund
BankBazaar,FinTech,5967000.0,Chennai,2020,WSV Capital
Rentmojo,Rental,2980000.0,Bengaluru,2020,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment"
Credgencies,AI & Debt,3000000.0,Unknown,2020,Titan Capital
Knorish,SaaS,323000.0,Delhi,2020,100x VC
LetsTransport,Logitech,1326000.0,Bengaluru,2020,Black Soil
Vahak,Transport,3000000.0,Unknown,2020,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran"
Nutrova,Nutrition,3000000.0,Mumbai,2020,DSG Consumer Partners
Cube Wealth,SaaS,500000.0,Mumbai,2020,"Beenext, Asuka Holding"
IVF Access,HealthTech,5000000.0,Bengaluru,2020,Vertex Ventures SEA & India
Hoi Foods,FoodTech,2000000.0,Delhi,2020,Crowd Fund
Ola Financial Services,FinTech,27000000.0,Bengaluru,2020,Matrix Partners
Awifs,Co-working,5200000.0,Delhi,2020,"Bisque Limited, Link Investment Trust."
Dunzo,Logistics,55000000.0,Bengaluru,2020,Undisclosed
Swiflearn,EdTech,3000000.0,Gurugram,2020,"Stellaris Venture Partners, Venture Highway"
Remedo,HealthTech,3000000.0,Delhi,2020,River Rock Ventures. Inflection Point Ventures
Blowhorn,Logistics,3000000.0,Bengaluru,2020,Trifecta Capital
Toch,AI,1000000.0,Mumbai,2020,"Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures"
Gram Cover,InsurTech,3000000.0,Noida,2020,"EMVC, Flourish, Omidyar Network India"
Coin DCX,Cryptocurrency,2500000.0,Mumbai,2020,Polychain Capital
HomeCapital,FinTech,3000000.0,Mumbai,2020,Varanium NexGen Fund
Euler Motors,Automotive tech,2530000.0,Delhi,2020,Inventus III India Fund
Riskcovry,InsurTech,3000000.0,Mumbai,2020,"Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital"
NWNT (No Worry No Tension Healthcare),HealthTech,3000000.0,Delhi,2020,Amit Burman
Voicezen,AI,3000000.0,Gurugram,2020,Bharti Airtel
Leap Club,Unknown,340000.0,Gurugram,2020,"Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover"
Credit Mantri,FinTech,792000.0,Chennai,2020,"IDG Ventures, Elevar Equity, Accion"
Xtracap,FinTech,1000000.0,Gurugram,2020,Angel Investors
Tring,Media,3000000.0,Mumbai,2020,"Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh"
Vakilsearch,Legal,3000000.0,Chennai,2020,Sujeet Kumar
Khatabook,FinTech,60000000.0,Bengaluru,2020,B Capital Group
LendingKart,FinTech,11363000.0,Ahmedabad,2020,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Illumnus,EdTech,100000.0,Unknown,2020,Angel investors. HNI
LetsTransport,Logitech,1715000.0,Bengaluru,2020,Innoven Capital
Eggoz,AgriTech,329000.0,Bihar,2020,"Tracxn Labs, Angellist, Tri-Deep Capital"
Winuall,EdTech,3000000.0,Bengaluru,2020,"Ankit Bhati, Nitin Gupta"
Indian School Finance Company,FinTech,5271000.0,Hyderabad,2020,Gray Matters Capital
Juicy Chemistry,Unknown,650000.0,Unknown,2020,Akya Ventures
DeepTek,HealthTech,3000000.0,Pune,2020,GHV Accelerator
Stepathlon Lifestyle,Fitness,3000000.0,Mumbai,2020,"Josh Liberman, Mark Adams"
Sindhuja Microcredit,FinTech,8700000.0,Noida,2020,Nordic Microfinance Initiative
Rentmojo,Rental,3226000.0,Bengaluru,2020,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche"
Tesco Charge Zone,EV,3000000.0,Gujarat,2020,Mumbai Angels Network
Intello Labs,Supply chain,5900000.0,Gurugram,2020,Saama Capital
SirionLabs,SaaS,44000000.0,Gurugram,2020,"Tiger Global, Avatar Growth Capital"
Magicpin,Unknown,3879000.0,Gurugram,2020,Lightspeed Venture Partners
GroCurv,B2B,3000000.0,Gurugram,2020,Unicorn Investments Pte Ltd
Refrens,SaaS,1000000.0,Bengaluru,2020,"Vijay Shekhar Sharma, Anupam Mittal"
Shiprocket,Logitech,13000000.0,Unknown,2020,"Tribe Capital, Innoven Capital, BII"
Spyne,AI,3000000.0,Gurugram,2020,"Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal"
Nykaa,E-commerce,8800000.0,Mumbai,2020,Steadview capital
Docsapp,HealthTech,9500000.0,Bengaluru,2020,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC"
Phable,HealthTech,1000000.0,Unknown,2020,Inflection Point Ventures
Generic Aadhaar,Pharma,3000000.0,Unknown,2020,Ratan Tata
Nium,FinTech,3000000.0,Unknown,2020,"VisaVentures, BRI Ventures"
Mintoak,FinTech,2000000.0,Mumbai,2020,Pravega Ventures
VestSpace,SpaceTech,10000000.0,Pune,2020,Next Capital
Blackbuck,Logistics,3000000.0,Bengaluru,2020,Trifecta Venture
Vernacular ai,AI,5100000.0,Bengaluru,2020,"Exfinity Ventures, IAN Fund"
Clover,AgriTech,920000.0,Bengaluru,2020,Alteria Capital
Varthana,FinTech,15000000.0,Bengaluru,2020,ChrysCapital
Codeninja,SaaS,3000000.0,Bengaluru,2020,"Hari Balasubramanian, EaSyndicate"
MetaMerphoSys,Insurance technology,3000000.0,Pune,2020,Good Capital
Rooter,Gaming,1700000.0,Delhi,2020,"Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital"
Aker Foods,Foodtech & Logistics,3000000.0,Pune,2020,Mumbai Angels Network
Sascan Meditech pvt ltd,HealthTech,3000000.0,Kerala,2020,Unicorn India Ventures
DailyHunt,Media,35600000.0,Unknown,2020,Lupa India
Pratilipi,Media,9400000.0,Bengaluru,2020,Tencent
Biryani By Kilo,Food,790000.0,Delhi,2020,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi"
Consure Medical,HealthTech,480000.0,Delhi,2020,"Accel Partners, Jungle Ventures"
Servify,Unknown,250000.0,Mumbai,2020,Barkawi
Tessol,Logistics,160000.0,Mumbai,2020,1Funds Domestic Scheme
Remedo,HealthTech,3000000.0,Noida,2020,RiverRock Ventures
News Reach,Media,3000000.0,Ahmedabad,2020,Mumbai Angels Network
RoomSoom,Housing,3000000.0,Noida,2020,Mumbai Angels Network
Pedagogy,EdTech,400000.0,Unknown,2020,Inflection Point Ventures
Classplus,EdTech,8200000.0,Delhi,2020,RTP Global
Medlife,Pharmaceutical,15500000.0,Bengaluru,2020,Hero Fincorp
Qin1,EdTech,3000000.0,Noida,2020,Venture Catalysts
MYSUN,Tech,4257000.0,Delhi,2020,Undisclosed
ShopX,E-commerce,1410000.0,Bengaluru,2020,Li and Fung
Sarva,Yoga & wellness,3000000.0,Unknown,2020,"Mantra Capital, Patni Family"
Expertrons,AI,3000000.0,Mumbai,2020,"Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital"
NewsBytes,Digital Media,1500000.0,Gurugram,2020,North Base Media
Wagonfly,Unknown,500000.0,Bengaluru,2020,Investment Trust of India
NIRA,FinTech,2100000.0,Unknown,2020,Angel investors
Convosight,Data Analytics,4000000.0,Hyderabad,2020,"IvyCap Ventures, Sequoia Capital"
Fittr,Fitness,2000000.0,Pune,2020,"Sequoia Capital Surge, Better Capital"
AsknBid,Investment Tech,3000000.0,Bengaluru,2020,Ravikanth Reddy & Mumbai Angel Network
Bira91,Beverage,20000000.0,Bengaluru,2020,"Sequoia Capital, Sofina"
Finaureus Technologies,FinTech,3000000.0,Pune,2020,Pinetree Capital
Daily Ninja,E-commerce,349800.0,Haryana,2020,Big Basket
Guvi Geek Network Pvt Ltd,EdTech,786000.0,Chennai,2020,Education Catalyst Fund
LoadShare,Logistics,2004000.0,Bengaluru,2020,CDC Group
Vedantu,EdTech,6800000.0,Bengaluru,2020,KB Global Platform Firm
Indusface,IT,5000000.0,Unknown,2020,Tata Capital Growth Fund II
DMI Group,Financial Services,123000000.0,Delhi,2020,NXC Corporation
Spintly,IoT,248000.0,Goa,2020,Saltwater Venture Sparks
Credr,Automobile,3000000.0,Mumbai,2020,Stride Ventures
Bijak,AgriTech,12000000.0,Gurugram,2020,RTP Global
Bugworks,Biopharma,7500000.0,Bengaluru,2020,"University of Tokyo Edge Capital, Global Brain Corporation"
DrinkPrime,Unknown,3000000.0,Bengaluru,2020,"Abhishek Goyal, Bharat Jaisinghani, FirstCheque"
Yap,FinTech,4500000.0,Chennai,2020,BeeNext
UzhavarBumi,Dairy,3000000.0,Tamil Nadu,2020,Angel Network
Tattva,Beauty & wellness,150000.0,Delhi,2020,"Sukhbir Singh, Rakhee Singal"
Pariksha,EdTech,3000000.0,Pune,2020,"INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia"
DailyHunt,Media,24000000.0,Unknown,2020,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management"
NoBroker,Real Estate,30000000.0,Bengaluru,2020,General Atlantic
Box8,FoodTech,4000000.0,Mumbai,2020,"IIFL Seed Ventures Fund, Menlo park"
Capital Float,FinTech,15000000.0,Bengaluru,2020,"Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon"
ITILITE,Travel & SaaS,13000000.0,Bengaluru,2020,"Greenoaks Capital, Vy Capital. Matrix Partners India"
Morning Context,Digital Media,3000000.0,Unknown,2020,Angel investors
Aavenir,SaaS,2000000.0,Ahmedabad,2020,Accel
Savvy Co op,HealthCare,3000000.0,Unknown,2020,Indie VC
BLive,Tourism & EV,3000000.0,Unknown,2020,Mumbai Angels Network
Yellow Messenger,AI,20000000.0,Bengaluru,2020,"Lightspeed Venture Partners, Lightspeed India Partners."
Toch,Media Tech,400000.0,Unknown,2020,Inflection Point Ventures
Ewar,Gaming,200000.0,Bengaluru,2020,"Jindal Steels, Jeet Banerjee"
Setu,FinTech,14259000.0,Unknown,2020,"Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund."
Wellthy Therapeutics,HealthTech,4000000.0,Bengaluru,2020,Saama Capital
Power Gummies,HealthCare,3000000.0,Delhi,2020,Venture Catalysts
